thisN,thisTrialN,thisRepN,rating_resp.keys,rating_resp.rt,rating_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro_instructions.started,instructions.started,key_resp.started,intro_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,image_rating.started,image.started,fixation.started,rating_resp.started,image.stopped,fixation.stopped,rating_resp.stopped,image_rating.stopped,trial_num,image_name,rating,response_given,trials.rating_resp.keys,trials.rating_resp.rt,trials.rating_resp.duration,end_thanks.started,thankyou.started,thankyou.stopped,end_thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
9,0,9,3,0.5156087080249563,0.106179958966095,9,0,9,0,76.15829054202186,,,,,,,,,76.15347416698933,76.15829054202186,79.1507483330206,79.1507483330206,79.1507483330206,83.15968641696963,83.15968641696963,83.1443070420064,10,Shot 3.jpg,3,1,3,0.5156087080249563,0.106179958966095,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
10,0,10,1,1.087866791000124,0.12181433301884681,10,0,10,0,83.15968641696963,,,,,,,,,83.15499125001952,83.15968641696963,86.1503758750041,86.1503758750041,86.1503758750041,90.15866045799339,90.15866045799339,90.14377891697222,11,School 1.jpg,1,1,1,1.087866791000124,0.12181433301884681,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
11,0,11,3,0.3712078329990618,0.09391237504314631,11,0,11,0,90.15866045799339,,,,,,,,,90.15391420800006,90.15866045799339,93.15069891698658,93.15069891698658,93.15069891698658,97.16098524996778,97.16098524996778,97.14374945801683,12,Ambulance 1.jpg,3,1,3,0.3712078329990618,0.09391237504314631,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
12,0,12,2,0.8022459580097347,0.09401045797858387,12,0,12,0,97.16098524996778,,,,,,,,,97.15627912501805,97.16098524996778,100.15082966699265,100.15082966699265,100.15942400001222,104.16176229197299,104.16176229197299,104.14397904201178,13,Rafting 6.jpg,2,1,2,0.8022459580097347,0.09401045797858387,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
13,0,13,4,0.47485258302185684,0.18429379200097173,13,0,13,0,104.16176229197299,,,,,,,,,104.15705254196655,104.16176229197299,107.15088625001954,107.15088625001954,107.15942895796616,111.159369083005,111.159369083005,111.1441735419794,14,Animal carcass 1.jpg,4,1,4,0.47485258302185684,0.18429379200097173,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
14,0,14,1,0.40902337501756847,0.11792691698065028,14,0,14,0,111.159369083005,,,,,,,,,111.154662291985,111.159369083005,114.15041379199829,114.15041379199829,114.15041379199829,118.14844854199328,118.14844854199328,118.13436483300757,15,Acorns 3.jpg,1,1,1,0.40902337501756847,0.11792691698065028,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
15,0,15,2,0.8924557500286028,0.1259359999676235,15,0,15,0,118.14844854199328,,,,,,,,,118.14449083298678,118.15920804202324,121.15007245796733,121.15007245796733,121.15007245796733,125.14786058297614,125.14786058297614,125.13373958301963,16,Cat 12.jpg,2,1,2,0.8924557500286028,0.1259359999676235,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
16,0,16,3,1.8686572079895996,0.15403341699857265,16,0,16,0,125.14786058297614,,,,,,,,,125.14390133298002,125.15924100001575,128.1502859580214,128.1502859580214,128.1502859580214,132.14954645797843,132.14954645797843,132.13381891697645,17,Spider 2.jpg,3,1,3,1.8686572079895996,0.15403341699857265,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
17,0,17,2,1.3427042909897864,0.10203050001291558,17,0,17,0,132.14954645797843,,,,,,,,,132.14557970798342,132.15911958296783,135.15013608301524,135.15013608301524,135.15013608301524,139.16004849999445,139.16004849999445,139.14331370801665,18,Dirt 1.jpg,2,1,2,1.3427042909897864,0.10203050001291558,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
18,0,18,3,0.8654462909908034,0.12197633303003386,18,0,18,0,139.16004849999445,,,,,,,,,139.15537941700313,139.16004849999445,142.1501920419978,142.1501920419978,142.1501920419978,146.15843199996743,146.15843199996743,146.1436281669885,19,Car crash 2.jpg,3,1,3,0.8654462909908034,0.12197633303003386,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
19,0,19,4,0.7759092079941183,0.13637445797212422,19,0,19,0,146.15843199996743,,,,,,,,,146.15366691700183,146.15843199996743,149.1502507919795,149.1502507919795,149.1502507919795,153.15877941699,153.15877941699,153.14417179196607,20,Severed finger 1.jpg,4,1,4,0.7759092079941183,0.13637445797212422,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
20,0,20,4,0.29484366602264345,0.15236191701842472,20,0,20,0,153.15877941699,,,,,,,,,153.15402899996843,153.15877941699,156.15027945797192,156.15027945797192,156.15027945797192,160.15793270798167,160.15793270798167,160.143164374982,21,Tornado 1.jpg,4,1,4,0.29484366602264345,0.15236191701842472,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
21,0,21,3,0.5010344990296289,0.08832191699184477,21,0,21,0,160.15793270798167,,,,,,,,,160.15312937501585,160.15793270798167,163.15007149998564,163.15007149998564,163.15007149998564,167.16004158300348,167.16004158300348,167.1438117499929,22,War 8.jpg,3,1,3,0.5010344990296289,0.08832191699184477,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
22,0,22,2,0.7295731250196695,0.1058580829994753,22,0,22,0,167.16004158300348,,,,,,,,,167.15537312498782,167.16004158300348,170.150133542018,170.150133542018,170.15884320798796,174.15836220799247,174.15836220799247,174.1419977080077,23,Exercise 3.jpg,2,1,2,0.7295731250196695,0.1058580829994753,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
23,0,23,1,0.6853538749855943,0.08603750000474975,23,0,23,0,174.15836220799247,,,,,,,,,174.15367666701786,174.15836220799247,177.14974429202266,177.14974429202266,177.14974429202266,181.15860229200916,181.15860229200916,181.1436316249892,24,Car 1.jpg,1,1,1,0.6853538749855943,0.08603750000474975,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
24,0,24,3,0.8784834579564631,0.1202318340074271,24,0,24,0,181.15860229200916,,,,,,,,,181.15384195797378,181.15860229200916,184.1496979999938,184.1496979999938,184.1496979999938,188.1588529169676,188.1588529169676,188.1431497919839,25,Plane crash 3.jpg,3,1,3,0.8784834579564631,0.1202318340074271,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
25,0,25,4,0.6390837910003029,0.1698762089945376,25,0,25,0,188.1588529169676,,,,,,,,,188.15411933301948,188.1588529169676,191.14993516699178,191.14993516699178,191.14993516699178,195.1585315419943,195.1585315419943,195.14320074999705,26,Fire 9.jpg,4,1,4,0.6390837910003029,0.1698762089945376,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
26,0,26,1,0.7238079579547048,0.13799704104894772,26,0,26,0,195.1585315419943,,,,,,,,,195.15390741697047,195.1585315419943,198.1493322919705,198.1493322919705,198.1493322919705,202.15809033298865,202.15809033298865,202.1434066669899,27,Snow 3.jpg,1,1,1,0.7238079579547048,0.13799704104894772,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
27,0,27,2,0.817333999031689,0.08605579199502245,27,0,27,0,202.15809033298865,,,,,,,,,202.15329841698986,202.15809033298865,205.14966120797908,205.14966120797908,205.14966120797908,209.15701774996705,209.15701774996705,209.14270450000186,28,Wedding 12.jpg,2,1,2,0.817333999031689,0.08605579199502245,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
28,0,28,2,1.3357519999844953,0.10128866700688377,28,0,28,0,209.15701774996705,,,,,,,,,209.1523185420083,209.15701774996705,212.14962508296594,212.14962508296594,212.14962508296594,216.1597918330226,216.1597918330226,216.14322370797163,29,Police 2.jpg,2,1,2,1.3357519999844953,0.10128866700688377,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
29,0,29,1,0.6571420830441639,0.1362585419556126,29,0,29,0,216.1597918330226,,,,,,,,,216.15503529197304,216.1597918330226,219.1485259999754,219.1485259999754,219.1584304170101,223.1469709170051,223.1469709170051,223.13232641702052,30,Skyscraper 1.jpg,1,1,1,0.6571420830441639,0.1362585419556126,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
30,0,30,2,0.33091237500775605,0.10604695795336738,30,0,30,0,223.1469709170051,,,,,,,,,223.14292866701726,223.15816295798868,226.14960666699335,226.14960666699335,226.14960666699335,230.16105279198382,230.16105279198382,230.1433974999818,31,Bear 2.jpg,2,1,2,0.33091237500775605,0.10604695795336738,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
31,0,31,1,0.542832792038098,0.16440858296118677,31,0,31,0,230.16105279198382,,,,,,,,,230.1561733330018,230.16105279198382,233.14936049998505,233.14936049998505,233.15832612500526,237.14690308301942,237.14690308301942,237.13312266697176,32,Bark 6.jpg,1,1,1,0.542832792038098,0.16440858296118677,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
32,0,32,2,0.23972162400605157,0.10833716701017693,32,0,32,0,237.14690308301942,,,,,,,,,237.14304337499198,237.15819658298278,240.1492991669802,240.1492991669802,240.1492991669802,244.14627137500793,244.14627137500793,244.1331697080168,33,Gun 5.jpg,2,1,2,0.23972162400605157,0.10833716701017693,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
33,0,33,3,0.5135237909853458,0.09009750001132488,33,0,33,0,244.14627137500793,,,,,,,,,244.14266512502218,244.15804783301428,247.14926341699902,247.14926341699902,247.14926341699902,251.15653500001645,251.15653500001645,251.14229616697412,34,Football player 1.jpg,3,1,3,0.5135237909853458,0.09009750001132488,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
34,0,34,2,0.02996308298315853,0.14033758401637897,34,0,34,0,251.15653500001645,,,,,,,,,251.1518106670119,251.15653500001645,254.14943466702243,254.14943466702243,254.14943466702243,258.157023207983,258.157023207983,258.14243120799074,35,Cockroach 1.jpg,2,1,2,0.02996308298315853,0.14033758401637897,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
35,0,35,4,0.2722739999881014,0.09639179101213813,35,0,35,0,258.157023207983,,,,,,,,,258.15225654200185,258.157023207983,261.14925329200923,261.14925329200923,261.14925329200923,265.15680933301337,265.15680933301337,265.1421776249772,36,Plane crash 1.jpg,4,1,4,0.2722739999881014,0.09639179101213813,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
36,0,36,3,0.3568457079818472,0.10027133399853483,36,0,36,0,265.15680933301337,,,,,,,,,265.15216800000053,265.15680933301337,268.14864299999317,268.14864299999317,268.14864299999317,272.14735241699964,272.14735241699964,272.1329391669715,37,Soldiers 8.jpg,3,1,3,0.3568457079818472,0.10027133399853483,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
37,0,37,2,0.266866082965862,0.09627741703297943,37,0,37,0,272.14735241699964,,,,,,,,,272.14342595799826,272.1578386669862,275.14891379198525,275.14891379198525,275.14891379198525,279.15770383301424,279.15770383301424,279.14277774997754,38,Sidewalk 2.jpg,2,1,2,0.266866082965862,0.09627741703297943,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
38,0,38,2,0.12466708297142759,0.14031845901627094,38,0,38,0,279.15770383301424,,,,,,,,,279.1529762080172,279.15770383301424,282.1484442920191,282.1484442920191,282.1484442920191,286.1486853749957,286.1486853749957,286.1324731250061,39,Feces 2.jpg,2,1,2,0.12466708297142759,0.14031845901627094,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
39,0,39,2,1.4587611660244875,0.1283903339644894,39,0,39,0,286.1486853749957,,,,,,,,,286.1449409999768,286.15774854196934,289.1517158750212,289.1517158750212,289.1517158750212,293.15871229197364,293.15871229197364,293.1427476669778,40,Pigeon 6.jpg,2,1,2,1.4587611660244875,0.1283903339644894,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
40,0,40,2,0.5311912079923786,0.12451133300783113,40,0,40,0,293.15871229197364,,,,,,,,,293.15398695797194,293.15871229197364,296.1474591669976,296.1474591669976,296.1474591669976,300.1478367499658,300.1478367499658,300.13253133301623,41,Performance 2.jpg,2,1,2,0.5311912079923786,0.12451133300783113,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
41,0,41,1,0.27642958296928555,0.0884162500151433,41,0,41,0,300.1478367499658,,,,,,,,,300.14386945799924,300.1576181249693,303.14801891701063,303.14801891701063,303.14801891701063,307.14393129199743,307.14393129199743,307.13141254201764,42,Solar panel 1.jpg,1,1,1,0.27642958296928555,0.0884162500151433,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
42,0,42,3,1.2447989159845747,0.10030212497804314,42,0,42,0,307.14393129199743,,,,,,,,,307.1406167499954,307.1574967500055,310.14856574998703,310.14856574998703,310.14856574998703,314.1584577920148,314.1584577920148,314.14246604201617,43,Gazing 2.jpg,3,1,3,1.2447989159845747,0.10030212497804314,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
43,0,43,2,0.5236387909972109,0.10199933301191777,43,0,43,0,314.1584577920148,,,,,,,,,314.1537215830176,314.1584577920148,317.1485011249897,317.1485011249897,317.1574937920086,321.1569128750125,321.1569128750125,321.14240987499943,44,Band 1.jpg,2,1,2,0.5236387909972109,0.10199933301191777,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
44,0,44,4,0.2960450410027988,0.04588291695108637,44,0,44,0,321.1569128750125,,,,,,,,,321.15213416697225,321.1569128750125,324.1488899170072,324.1488899170072,324.1488899170072,328.1578609580174,328.1578609580174,328.1419328749762,45,War 6.jpg,4,1,4,0.2960450410027988,0.04588291695108637,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
45,0,45,3,0.47527683299267665,0.1002898330334574,45,0,45,0,328.1578609580174,,,,,,,,,328.1530305420165,328.1578609580174,331.1482059999835,331.1482059999835,331.1482059999835,335.15680950001115,335.15680950001115,335.14233416697243,46,Dog 24.jpg,3,1,3,0.47527683299267665,0.1002898330334574,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
46,0,46,2,0.35923183301929384,0.1082705829758197,46,0,46,0,335.15680950001115,,,,,,,,,335.1519787500147,335.15680950001115,338.14857499999925,338.14857499999925,338.14857499999925,342.15650479198666,342.15650479198666,342.1423492920003,47,Child labor 2.jpg,2,1,2,0.35923183301929384,0.1082705829758197,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
47,0,47,2,1.038515416032169,0.12030516698723659,47,0,47,0,342.15650479198666,,,,,,,,,342.15173512499314,342.15650479198666,345.1483789579943,345.1483789579943,345.1483789579943,349.14672420796705,349.14672420796705,349.14139050000813,48,Stingray 2.jpg,2,1,2,1.038515416032169,0.12030516698723659,,,,,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.1415645829984,349.14672420796705,350.1407907080138,350.1300478330231,devadath,001,2025-10-28_17h23.34.515,Canli_replication,,2025.1.1,None,2025-10-28 17h23.55.448175 +0530,
