thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
122,0,122,[np.float64(-0.17375)],[np.float64(-0.195)],[1],[0],[0],[1.071757958001399],['target'],122,0,122,0,255.62355924999792,,5,255.61665429200002,255.62355924999792,255.62355924999792,0.00984266700106673,256.6884545840003,[np.float64(-0.17375)],[np.float64(-0.195)],[1],[0],[0],[1.071757958001399],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
123,0,123,[np.float64(0.07625)],[np.float64(0.44625)],[1],[0],[0],[2.3586351669982832],['target'],123,0,123,0,256.7054574169997,,5,256.69818424999903,256.7054574169997,256.7054574169997,0.009628499999962514,259.0568970839995,[np.float64(0.07625)],[np.float64(0.44625)],[1],[0],[0],[2.3586351669982832],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
124,0,124,[np.float64(0.10875)],[np.float64(0.03625)],[1],[0],[0],[1.3963410409996868],['target'],124,0,124,0,259.0867984590004,,10,259.0768597089991,259.0867984590004,259.0867984590004,0.019800166999630164,260.4732349170008,[np.float64(0.10875)],[np.float64(0.03625)],[1],[0],[0],[1.3963410409996868],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
125,0,125,[np.float64(0.0325)],[np.float64(0.05625)],[1],[0],[0],[0.9743567500008794],['target'],125,0,125,0,260.50237995899806,,10,260.4925951670011,260.50237995899806,260.50237995899806,0.019225874999392545,261.46698441699846,[np.float64(0.0325)],[np.float64(0.05625)],[1],[0],[0],[0.9743567500008794],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
126,0,126,"[np.float64(-0.1175), np.float64(-0.1475)]","[np.float64(-0.125), np.float64(-0.205)]","[1, 1]","[0, 0]","[0, 0]","[1.7213459160011553, 2.3880861659999937]","[None, 'target']",126,0,126,0,261.4938530840009,,10,261.48510408400034,261.4938530840009,261.4938530840009,0.017988916999456706,263.87323000000106,"[np.float64(-0.1175), np.float64(-0.1475)]","[np.float64(-0.125), np.float64(-0.205)]","[1, 1]","[0, 0]","[0, 0]","[1.7213459160011553, 2.3880861659999937]","[None, 'target']",006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
127,0,127,[np.float64(0.12875)],[np.float64(0.44375)],[1],[0],[0],[1.3068525410017173],['target'],127,0,127,0,263.890439625,,5,263.88323533400035,263.890439625,263.890439625,0.009849166999629233,265.1901534589997,[np.float64(0.12875)],[np.float64(0.44375)],[1],[0],[0],[1.3068525410017173],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
128,0,128,[np.float64(-0.04125)],[np.float64(0.2425)],[1],[0],[0],[1.0327602500001376],['target'],128,0,128,0,265.2095181250006,,5,265.2020849170003,265.2095181250006,265.2095181250006,0.011759375000110595,266.2349102090011,[np.float64(-0.04125)],[np.float64(0.2425)],[1],[0],[0],[1.0327602500001376],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
129,0,129,[np.float64(-0.2625)],[np.float64(0.1775)],[1],[0],[0],[1.3107324580014392],['target'],129,0,129,0,266.26609104199815,,10,266.2563514169997,266.26609104199815,266.26609104199815,0.0212738750014978,267.56712370899913,[np.float64(-0.2625)],[np.float64(0.1775)],[1],[0],[0],[1.3107324580014392],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
130,0,130,[np.float64(-0.16125)],[np.float64(0.27375)],[1],[0],[0],[1.0747127089998685],['target'],130,0,130,0,267.5846459589993,,5,267.5776982089992,267.5846459589993,267.5846459589993,0.01041037500181119,268.65247029199963,[np.float64(-0.16125)],[np.float64(0.27375)],[1],[0],[0],[1.0747127089998685],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
131,0,131,[np.float64(-0.1725)],[np.float64(-0.12125)],[1],[0],[0],[1.7509052919995156],['target'],131,0,131,0,268.6820387500011,,10,268.67239783400146,268.6820387500011,268.6820387500011,0.019779500002186978,270.42334950000077,[np.float64(-0.1725)],[np.float64(-0.12125)],[1],[0],[0],[1.7509052919995156],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
132,0,132,[np.float64(0.2725)],[np.float64(-0.2575)],[1],[0],[0],[2.2264844579985947],['target'],132,0,132,0,270.4507719590001,,10,270.4416965419987,270.4507719590001,270.4507719590001,0.01818595900112996,272.6682312919984,[np.float64(0.2725)],[np.float64(-0.2575)],[1],[0],[0],[2.2264844579985947],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
133,0,133,"[np.float64(0.4025), np.float64(0.37625)]","[np.float64(-0.10875), np.float64(-0.0975)]","[1, 1]","[0, 0]","[0, 0]","[1.611741417000303, 1.9946715000005497]","[None, 'target']",133,0,133,0,272.68542937500024,,5,272.67855387500094,272.68542937500024,272.68542937500024,0.010163250000914559,274.6732845840015,"[np.float64(0.4025), np.float64(0.37625)]","[np.float64(-0.10875), np.float64(-0.0975)]","[1, 1]","[0, 0]","[0, 0]","[1.611741417000303, 1.9946715000005497]","[None, 'target']",006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
134,0,134,[np.float64(0.2825)],[np.float64(-0.35375)],[1],[0],[0],[2.0792508340018685],['target'],134,0,134,0,274.70385083400106,,10,274.69405149999875,274.70385083400106,274.70385083400106,0.020574791997205466,276.7733511250008,[np.float64(0.2825)],[np.float64(-0.35375)],[1],[0],[0],[2.0792508340018685],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
