delay,freq,conditions,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,polygon.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.7,1000.0,exp,10,10,0,space,1.3191196660045534,None,700,1,[3.8987450000131503],[3.8987492920132354],0,10,10,8,113.51314941607416,,113.51016558310948,113.51314941607416,114.50058854103554,114.50058854103554,114.51117987500038,115.82981004100293,space,1.3191196660045534,None,115.83168204105459,116.5323720416675,116.98649166605901,116.96727079106495,116.96898795804009,116.98649166605901,116.98649166605901,116.98649166605901,120.88551875005942,700,1,[3.8987450000131503],[3.8987492920132354],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
0.4,1000.0,exp,11,11,0,space,1.0751739169936627,None,300,1,[4.724725165986456],[4.724729999899864],0,11,11,7,120.89392729103565,,120.88569995807484,120.89392729103565,121.88348458299879,121.88348458299879,121.88348458299879,122.96324795810506,space,1.0751739169936627,None,122.96508262504358,123.36670037469982,123.81885308306664,123.80066454107873,123.80249829101376,123.81885308306664,123.81885308306664,123.81885308306664,128.54385612509213,300,1,[4.724725165986456],[4.724729999899864],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
0.7,400.0,unexp,12,0,1,space,3.6325367080280557,None,600 ,1,[7.12881520902738],[7.128820459009148],1,0,12,2,128.54701716604177,,128.5440401660744,128.54701716604177,129.53394425008446,129.53394425008446,129.54447487508878,133.16819275007583,space,3.6325367080280557,None,133.16977270809002,133.8776289167038,134.3314065830782,134.31233545800205,134.3141150000738,134.3314065830782,134.3314065830782,134.3314065830782,141.46052091603633,600 ,1,[7.12881520902738],[7.128820459009148],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
0.1,1000.0,exp,13,1,1,space,0.6591800829628482,None,200,1,[2.539517750032246],[2.5395219590282068],1,1,13,6,141.46421654103324,,141.4607031251071,141.46421654103324,142.45050016604364,142.45050016604364,142.46090470801573,143.111927208025,space,0.6591800829628482,None,143.11320787505247,143.21562899969675,143.66989766608458,143.65040408307686,143.65252816607244,143.66989766608458,143.66989766608458,143.66989766608458,146.20971979107708,200,1,[2.539517750032246],[2.5395219590282068],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
0.4,400.0,unexp,14,2,1,space,1.4217861249344423,None,300,1,[2.5628779579419643],[2.5628822499420494],1,2,14,1,146.21284983307123,,146.2098999581067,146.21284983307123,147.2009866250446,147.2009866250446,147.21091783302836,148.62973179109395,space,1.4217861249344423,None,148.63154100009706,149.03244991676573,149.48828600009438,149.46676508302335,149.46952512511052,149.48828600009438,149.48828600009438,149.48828600009438,152.0514516250696,300,1,[2.5628779579419643],[2.5628822499420494],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
0.7,1000.0,exp,15,3,1,space,0.6851288339821622,None,550,1,[2.666518999962136],[2.666523916996084],1,3,15,11,152.06054575007875,,152.05163308302872,152.06054575007875,153.05033766606357,153.05033766606357,153.05033766606357,153.74557441601064,space,0.6851288339821622,None,153.74755529104732,154.44825783273362,154.9015272500692,154.88314470800105,154.88497504102997,154.9015272500692,154.9015272500692,154.9015272500692,157.56833320809528,550,1,[2.666518999962136],[2.666523916996084],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
0.1,1000.0,exp,16,4,1,space,1.1261809170246124,None,100,1,[2.3728441250277683],[2.372849000035785],1,4,16,9,157.57715483300854,,157.56853045802563,157.57715483300854,158.56724058301188,158.56724058301188,158.56724058301188,159.69641887501348,space,1.1261809170246124,None,159.69832087506074,159.79846608272445,160.25320325000212,160.23334204102866,160.235297416104,160.25320325000212,160.25320325000212,160.25320325000212,162.62636862508953,100,1,[2.3728441250277683],[2.372849000035785],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
0.1,1000.0,exp,17,5,1,space,1.2684104579966515,None,100,1,[2.1249100419227034],[2.124914458952844],1,5,17,3,162.62953862501308,,162.62655250006355,162.62953862501308,163.6167821250856,163.6167821250856,163.62725575000513,164.8960717500886,space,1.2684104579966515,None,164.8977678330848,164.9982479167559,165.45097050000913,165.432317250059,165.43403154111002,165.45097050000913,165.45097050000913,165.45097050000913,167.57620700006373,100,1,[2.1249100419227034],[2.124914458952844],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
0.7,1000.0,exp,18,6,1,space,2.5040673329494894,None,600,1,[2.7642045420361683],[2.764209583052434],1,6,18,5,167.57947000011336,,167.57643295801245,167.57947000011336,168.5670718330657,168.5670718330657,168.5773888330441,171.0787400000263,space,2.5040673329494894,None,171.07993137510493,171.782180166749,172.2369910000125,172.21713929111138,172.21903325000312,172.2369910000125,172.2369910000125,172.2369910000125,175.0014979999978,600,1,[2.7642045420361683],[2.764209583052434],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
0.4,1000.0,exp,19,7,1,space,1.7291382909752429,None,400,1,[2.1275292920181528],[2.127534250030294],1,7,19,7,175.01039412501268,,175.00178491603583,175.01039412501268,175.9997586250538,175.9997586250538,175.9997586250538,177.7342575410148,space,1.7291382909752429,None,177.7355472081108,178.1439719997036,178.59917808300816,178.579077375005,178.58112470805645,178.59917808300816,178.59917808300816,178.59917808300816,180.72699658304919,400,1,[2.1275292920181528],[2.127534250030294],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
0.4,1000.0,exp,20,8,1,space,1.3624602910131216,None,200,1,[2.0092738340608776],[2.0092783749569207],1,8,20,10,180.73112862510607,,180.72717825009022,180.73112862510607,181.71732691605575,181.71732691605575,181.72722241608426,183.08449787506834,space,1.3624602910131216,None,183.08600458304863,183.49381124967866,183.94952575000934,183.9286615831079,183.93109399999958,183.94952575000934,183.94952575000934,183.94952575000934,185.95912162505556,200,1,[2.0092738340608776],[2.0092783749569207],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
0.4,1000.0,exp,21,9,1,space,1.6370620420202613,None,300,1,[1.8563960830215365],[1.856400458025746],1,9,21,4,185.96230758307502,,185.95933462504763,185.96230758307502,186.9506282081129,186.9506282081129,186.96036058303434,188.5954320000019,space,1.6370620420202613,None,188.59713037509937,188.99881029170163,189.45267287502065,189.43334654101636,189.43529116606805,189.45267287502065,189.45267287502065,189.45267287502065,191.30936345807277,300,1,[1.8563960830215365],[1.856400458025746],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
0.1,400.0,unexp,22,10,1,space,1.4595569159137085,None,150,1,[10.581969916936941],[10.5819744579494],1,10,22,0,191.31257508310955,,191.30956362502184,191.31257508310955,192.29997333302163,192.29997333302163,192.31039545801468,193.76181945810094,space,1.4595569159137085,None,193.76329300005455,193.86458129174233,194.3183216660982,194.298579541035,194.30075454106554,194.3183216660982,194.3183216660982,194.3183216660982,204.90060054103378,150,1,[10.581969916936941],[10.5819744579494],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
