stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
86,0.5,1.0,97.81935112499923,,97.80719591699017,97.81935112499923,98.30274420899514,98.30274420899514,98.30630004199338,98.5895002920006,98.98775666700385,right,1.0,1,1,0.6731557920138584,711727,001,2025-09-02_11h25.38.848,adaptive_staircase,,2025.1.1,None,2025-09-02 11h25.42.079798 +0530,
87,0.5,1.0,98.9951072089898,,98.9881363750028,98.9951072089898,99.4859780419938,99.4859780419938,99.49007504199108,99.77296783399652,100.5214914590033,right,1.0,1,1,1.022832374990685,711727,001,2025-09-02_11h25.38.848,adaptive_staircase,,2025.1.1,None,2025-09-02 11h25.42.079798 +0530,
88,0.5,1.0,100.52928862499539,,100.52196529199136,100.52928862499539,101.01927108399104,101.01927108399104,101.0230958339962,101.30622954199498,101.78804433399637,right,1.0,1,1,0.7605420000036247,711727,001,2025-09-02_11h25.38.848,adaptive_staircase,,2025.1.1,None,2025-09-02 11h25.42.079798 +0530,
89,0.5,1.0,101.79495699999097,,101.78838333400199,101.79495699999097,102.28580474999035,102.28580474999035,102.28933924999728,102.57245337500353,102.9585467500001,right,1.0,1,1,0.6680387499945937,711727,001,2025-09-02_11h25.38.848,adaptive_staircase,,2025.1.1,None,2025-09-02 11h25.42.079798 +0530,
90,0.5,1.0,102.96909295899968,,102.95900745899417,102.96909295899968,103.45735924999462,103.45735924999462,103.45735924999462,103.75673512500362,104.04136529199604,right,1.0,1,1,0.5823166249901988,711727,001,2025-09-02_11h25.38.848,adaptive_staircase,,2025.1.1,None,2025-09-02 11h25.42.079798 +0530,
91,0.5,1.0,104.0527304589923,,104.04162379199988,104.0527304589923,104.54089633400145,104.54089633400145,104.54089633400145,104.83600133399887,105.15438141699997,right,1.0,1,1,0.6019059579994064,711727,001,2025-09-02_11h25.38.848,adaptive_staircase,,2025.1.1,None,2025-09-02 11h25.42.079798 +0530,
92,0.5,1.0,105.16181920899544,,105.15475358399271,105.16181920899544,105.65267645899439,105.65267645899439,105.6564534999925,105.9390900839935,106.17363641699194,right,1.0,1,1,0.519194124994101,711727,001,2025-09-02_11h25.38.848,adaptive_staircase,,2025.1.1,None,2025-09-02 11h25.42.079798 +0530,
93,0.5,1.0,106.1860841250018,,106.1738784170011,106.1860841250018,106.66923983399465,106.66923983399465,106.6732164999994,106.95657670899527,107.22070662499755,right,1.0,1,1,0.5494274160009809,711727,001,2025-09-02_11h25.38.848,adaptive_staircase,,2025.1.1,None,2025-09-02 11h25.42.079798 +0530,
94,0.5,1.0,107.2283059170004,,107.22108733399364,107.2283059170004,107.71938699999009,107.71938699999009,107.7241074170015,108.0066897499928,108.35427829199762,left,-1.0,0,0,0.6332808340084739,711727,001,2025-09-02_11h25.38.848,adaptive_staircase,,2025.1.1,None,2025-09-02 11h25.42.079798 +0530,
95,0.5,1.5,108.36153024999658,,108.35462979199656,108.36153024999658,108.8525737500022,108.8525737500022,108.85615520899592,109.14019633400312,109.48735358400154,left,-1.5,1,1,0.629100959005882,711727,001,2025-09-02_11h25.38.848,adaptive_staircase,,2025.1.1,None,2025-09-02 11h25.42.079798 +0530,
96,0.5,1.5,109.49496062500111,,109.48772454199207,109.49496062500111,109.98584774999472,109.98584774999472,109.98993791699468,110.27311170900066,110.62149112499901,left,-1.5,1,1,0.6257981660019141,711727,001,2025-09-02_11h25.38.848,adaptive_staircase,,2025.1.1,None,2025-09-02 11h25.42.079798 +0530,
97,0.5,1.5,110.62932616699254,,110.62195899999642,110.62932616699254,111.11924516699219,111.11924516699219,111.12305079199723,111.406221792,111.82141662499635,left,-1.5,1,1,0.6902967920032097,711727,001,2025-09-02_11h25.38.848,adaptive_staircase,,2025.1.1,None,2025-09-02 11h25.42.079798 +0530,
98,0.5,1.0,111.8291866669897,,111.82190958400315,111.8291866669897,112.31917466699088,112.31917466699088,112.32270654199237,112.6055979590019,112.98994066700106,left,-1.0,1,1,0.6684238329908112,711727,001,2025-09-02_11h25.38.848,adaptive_staircase,,2025.1.1,None,2025-09-02 11h25.42.079798 +0530,
99,0.5,1.0,113.00254304199188,,112.99019845899602,113.00254304199188,113.48584666699753,113.48584666699753,113.49054116698971,113.77334041699942,114.24127870899974,left,-1.0,1,1,0.7517132500070147,711727,001,2025-09-02_11h25.38.848,adaptive_staircase,,2025.1.1,None,2025-09-02 11h25.42.079798 +0530,
