thisN,thisTrialN,thisRepN,rating_resp.keys,rating_resp.rt,rating_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro_instructions.started,instructions.started,key_resp.started,intro_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,image_rating.started,image.started,fixation.started,rating_resp.started,image.stopped,fixation.stopped,rating_resp.stopped,image_rating.stopped,trial_num,image_name,rating,response_given,trials.rating_resp.keys,trials.rating_resp.rt,trials.rating_resp.duration,end_thanks.started,thankyou.started,thankyou.stopped,end_thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
11,0,11,2,1.5188528740545735,0.06199054198805243,11,0,11,0,88.21598675003042,,,,,,,,,88.2112078750506,88.21598675003042,91.20840900001349,91.20840900001349,91.20840900001349,95.20600641600322,95.20600641600322,95.19189629104221,12,Severed finger 1.jpg,2,1,2,1.5188528740545735,0.06199054198805243,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
12,0,12,2,1.4363618750358,0.05001458298647776,12,0,12,0,95.20600641600322,,,,,,,,,95.20213387504919,95.21739904105198,98.20806300005643,98.20806300005643,98.20806300005643,102.20691241603345,102.20691241603345,102.19206104101613,13,Spider 2.jpg,2,1,2,1.4363618750358,0.05001458298647776,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
13,0,13,4,1.104491833015345,0.05002708296524361,13,0,13,0,102.20691241603345,,,,,,,,,102.2029511660221,102.2172650830471,105.20806416601408,105.20806416601408,105.20806416601408,109.21706279105274,109.21706279105274,109.20223466603784,14,Dog 24.jpg,4,1,4,1.104491833015345,0.05002708296524361,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
14,0,14,2,0.7162131239892915,0.05803295801160857,14,0,14,0,109.21706279105274,,,,,,,,,109.21221179101849,109.21706279105274,112.20810625003651,112.20810625003651,112.20810625003651,116.21827108302386,116.21827108302386,116.20230425003683,15,Stingray 2.jpg,2,1,2,0.7162131239892915,0.05803295801160857,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
15,0,15,1,0.6577210819814354,0.06600958399940282,15,0,15,0,116.21827108302386,,,,,,,,,116.21345270803431,116.21827108302386,119.20795495802304,119.20795495802304,119.21731016604463,123.2069495410542,123.2069495410542,123.19237604102818,16,Snow 3.jpg,1,1,1,0.6577210819814354,0.06600958399940282,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
16,0,16,2,1.221430791018065,0.04164287500316277,16,0,16,0,123.2069495410542,,,,,,,,,123.2028522080509,123.21698891604319,126.20767412503483,126.20767412503483,126.20767412503483,130.2084680830012,130.2084680830012,130.19214516604552,17,Police 2.jpg,2,1,2,1.221430791018065,0.04164287500316277,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
17,0,17,1,1.0383299159584567,0.0579054580302909,17,0,17,0,130.2084680830012,,,,,,,,,130.20452566602034,130.2170274160453,133.20782733301166,133.20782733301166,133.20782733301166,137.21709762501996,137.21709762501996,137.20156008302,18,Dirt 1.jpg,1,1,1,1.0383299159584567,0.0579054580302909,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
18,0,18,1,0.6210657489718869,0.050008209014777094,18,0,18,0,137.21709762501996,,,,,,,,,137.21239745803177,137.21709762501996,140.20810412504943,140.20810412504943,140.20810412504943,144.21968125004787,144.21968125004787,144.20260254101595,19,Acorns 3.jpg,1,1,1,0.6210657489718869,0.050008209014777094,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
19,0,19,2,0.8133652500109747,0.04195399995660409,19,0,19,0,144.21968125004787,,,,,,,,,144.21487979101948,144.21968125004787,147.20812458300497,147.20812458300497,147.2169369160547,151.21604875003686,151.21604875003686,151.2006113330135,20,Performance 2.jpg,2,1,2,0.8133652500109747,0.04195399995660409,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
20,0,20,1,0.4454387489822693,0.04995354200946167,20,0,20,0,151.21604875003686,,,,,,,,,151.21127162501216,151.21604875003686,154.20717412501108,154.20717412501108,154.20717412501108,158.21842287504114,158.21842287504114,158.20216470805462,21,Wedding 12.jpg,1,1,1,0.4454387489822693,0.04995354200946167,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
21,0,21,1,0.9578782079624943,0.04189404199132696,21,0,21,0,158.21842287504114,,,,,,,,,158.2135279159993,158.21842287504114,161.20868804102065,161.20868804102065,161.21654166601365,165.21548095805338,165.21548095805338,165.2002618330298,22,Bubble 2.jpg,1,1,1,0.9578782079624943,0.04189404199132696,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
22,0,22,2,0.7593738330178894,0.049980124982539564,22,0,22,0,165.21548095805338,,,,,,,,,165.210730041028,165.21548095805338,168.20835254102712,168.20835254102712,168.20835254102712,172.21786504104966,172.21786504104966,172.20194637501845,23,Plane crash 3.jpg,2,1,2,0.7593738330178894,0.049980124982539564,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
23,0,23,3,1.6259440820431337,0.05739587498828769,23,0,23,0,172.21786504104966,,,,,,,,,172.21312229102477,172.21786504104966,175.20816945802653,175.20816945802653,175.21667708305176,179.2179019160103,179.2179019160103,179.2018391250167,24,Cat 12.jpg,3,1,3,1.6259440820431337,0.05739587498828769,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
24,0,24,2,0.8487170410226099,0.050064500013832,24,0,24,0,179.2179019160103,,,,,,,,,179.2130149580189,179.2179019160103,182.20829650002997,182.20829650002997,182.2169330000179,186.2175190410344,186.2175190410344,186.20116645802045,25,Soldiers 8.jpg,2,1,2,0.8487170410226099,0.050064500013832,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
25,0,25,2,0.4427227080450393,0.05795666598714888,25,0,25,0,186.2175190410344,,,,,,,,,186.21269441605546,186.2175190410344,189.20811920805136,189.20811920805136,189.20811920805136,193.2169495000271,193.2169495000271,193.2011813330464,26,Car accident 2.jpg,2,1,2,0.4427227080450393,0.05795666598714888,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
26,0,26,4,0.9327062909724191,0.04603891703300178,26,0,26,0,193.2169495000271,,,,,,,,,193.21210841601714,193.2169495000271,196.2073021660326,196.2073021660326,196.2073021660326,200.2178462500451,200.2178462500451,200.20165712502785,27,Feces 2.jpg,4,1,4,0.9327062909724191,0.04603891703300178,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
27,0,27,3,0.9766344989766367,0.05002516700187698,27,0,27,0,200.2178462500451,,,,,,,,,200.21306808304507,200.2178462500451,203.20851979102008,203.20851979102008,203.20851979102008,207.21636945800856,207.21636945800856,207.20104983303463,28,Ambulance 1.jpg,3,1,3,0.9766344989766367,0.05002516700187698,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
28,0,28,1,0.4321202079881914,0.03795016696676612,28,0,28,0,207.21636945800856,,,,,,,,,207.21159474999877,207.21636945800856,210.20785362500465,210.20785362500465,210.20785362500465,214.21667770802742,214.21667770802742,214.20096595800715,29,Alcohol 6.jpg,1,1,1,0.4321202079881914,0.03795016696676612,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
29,0,29,2,0.3378155410173349,0.04598270897986367,29,0,29,0,214.21667770802742,,,,,,,,,214.2117926250212,214.21667770802742,217.20726962503977,217.20726962503977,217.20726962503977,221.20352825004375,221.20352825004375,221.19073087500874,30,War 8.jpg,2,1,2,0.3378155410173349,0.04598270897986367,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
30,0,30,3,0.3934548320248723,0.04204229195602238,30,0,30,0,221.20352825004375,,,,,,,,,221.20015887502814,221.2162488750182,224.206425958022,224.206425958022,224.206425958022,228.21767595800338,228.21767595800338,228.20120304101147,31,War 6.jpg,3,1,3,0.3934548320248723,0.04204229195602238,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
31,0,31,1,0.8292425820254721,0.053971624991390854,31,0,31,0,228.21767595800338,,,,,,,,,228.21306245803135,228.21767595800338,231.2077722910326,231.2077722910326,231.21607100003166,235.2156994160032,235.2156994160032,235.20062225003494,32,Band 1.jpg,1,1,1,0.8292425820254721,0.053971624991390854,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
32,0,32,2,1.3578532489482313,0.04279500001575798,32,0,32,0,235.2156994160032,,,,,,,,,235.21100508305244,235.2156994160032,238.2069945000112,238.2069945000112,238.2069945000112,242.20664675004082,242.20664675004082,242.19094950001454,33,Plane crash 1.jpg,2,1,2,1.3578532489482313,0.04279500001575798,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
33,0,33,4,0.3597354160156101,0.04599991597933695,33,0,33,0,242.20664675004082,,,,,,,,,242.20268304104684,242.216011875018,245.20728754100855,245.20728754100855,245.20728754100855,249.2167231659987,249.2167231659987,249.20123995805625,34,Pig 2.jpg,4,1,4,0.3597354160156101,0.04599991597933695,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
34,0,34,4,0.9287873739958741,0.042007000010926276,34,0,34,0,249.2167231659987,,,,,,,,,249.2119641250465,249.2167231659987,252.20714920799946,252.20714920799946,252.21564745804062,256.2187872080249,256.2187872080249,256.2014243750018,35,Cockroach 1.jpg,4,1,4,0.9287873739958741,0.042007000010926276,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
35,0,35,2,1.2936229990446009,0.037831999943591654,35,0,35,0,256.2187872080249,,,,,,,,,256.2139977500192,256.2187872080249,259.20734054100467,259.20734054100467,259.21592129103374,263.2166287910077,263.2166287910077,263.19963516603457,36,Skyscraper 1.jpg,2,1,2,1.2936229990446009,0.037831999943591654,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
36,0,36,1,1.251432624005247,0.03797074995236471,36,0,36,0,263.2166287910077,,,,,,,,,263.211832416011,263.2166287910077,266.2068064160412,266.2068064160412,266.2068064160412,270.21488670801045,270.21488670801045,270.2002657080302,37,Shark 8.jpg,1,1,1,1.251432624005247,0.03797074995236471,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
37,0,37,1,2.233598957012873,0.045996458968147635,37,0,37,0,270.21488670801045,,,,,,,,,270.21018720802385,270.21488670801045,273.20663379103644,273.20663379103644,273.20663379103644,277.217788916023,277.217788916023,277.2007668330334,38,Sidewalk 2.jpg,1,1,1,2.233598957012873,0.045996458968147635,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
38,0,38,4,3.6123633320094086,0.03734500001883134,38,0,38,0,277.217788916023,,,,,,,,,277.2128340830095,277.217788916023,280.20736100000795,280.20736100000795,280.21591187501326,284.219317916024,284.219317916024,284.2002148750471,39,Dead bodies 1.jpg,4,1,4,3.6123633320094086,0.03734500001883134,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
39,0,39,1,0.5413139159791172,0.07213779201265424,39,0,39,0,284.219317916024,,,,,,,,,284.21452416601824,284.219317916024,287.20755766599905,287.20755766599905,287.21569345804164,291.21614770800807,291.21614770800807,291.2007377910195,40,Bark 6.jpg,1,1,1,0.5413139159791172,0.07213779201265424,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
40,0,40,1,0.3148852080339566,0.05332075001206249,40,0,40,0,291.21614770800807,,,,,,,,,291.2110975830001,291.21614770800807,294.2066249580239,294.2066249580239,294.2066249580239,298.21516650001286,298.21516650001286,298.2007721660193,41,Orangutan 1.jpg,1,1,1,0.3148852080339566,0.05332075001206249,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
41,0,41,1,0.3823476240504533,0.072409666958265,41,0,41,0,298.21516650001286,,,,,,,,,298.2103498330107,298.21516650001286,301.2064263750217,301.2064263750217,301.2064263750217,305.2159813330509,305.2159813330509,305.20102454104926,42,Child labor 2.jpg,1,1,1,0.3823476240504533,0.072409666958265,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
42,0,42,1,0.3640172079904005,0.09005758300190791,42,0,42,0,305.2159813330509,,,,,,,,,305.211022833013,305.2159813330509,308.2064724160009,308.2064724160009,308.2064724160009,312.2181665410171,312.2181665410171,312.20060312503483,43,Car 1.jpg,1,1,1,0.3640172079904005,0.09005758300190791,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
43,0,43,1,1.1440433749812655,0.08826908300397918,43,0,43,0,312.2181665410171,,,,,,,,,312.2125778750051,312.2181665410171,315.20693583303364,315.20693583303364,315.21555420802906,319.21710700000403,319.21710700000403,319.19995333300903,44,Solar panel 1.jpg,1,1,1,1.1440433749812655,0.08826908300397918,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
44,0,44,4,0.3393004999961704,0.0804164579603821,44,0,44,0,319.21710700000403,,,,,,,,,319.2120618750341,319.21710700000403,322.2074249580037,322.2074249580037,322.21531208301894,326.2172243750538,326.2172243750538,326.1998292080243,45,Pigeon 6.jpg,4,1,4,0.3393004999961704,0.0804164579603821,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
45,0,45,2,0.41225933301029727,0.0656683329725638,45,0,45,0,326.2172243750538,,,,,,,,,326.21251150005264,326.2172243750538,329.2071945000207,329.2071945000207,329.21460729104,333.2140643330058,333.2140643330058,333.1998870410025,46,Rafting 6.jpg,2,1,2,0.41225933301029727,0.0656683329725638,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
46,0,46,3,0.4140934990136884,0.08032058400567621,46,0,46,0,333.2140643330058,,,,,,,,,333.20885200001067,333.2140643330058,336.20554433303187,336.20554433303187,336.20554433303187,340.2045946250437,340.2045946250437,340.18936066603055,47,Shot 3.jpg,3,1,3,0.4140934990136884,0.08032058400567621,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
47,0,47,4,1.021012665994931,0.053879457991570234,47,0,47,0,340.2045946250437,,,,,,,,,340.20059791603126,340.21511720801936,343.2062997080502,343.2062997080502,343.2062997080502,347.20614962500986,347.20614962500986,347.2000395000214,48,Fire 9.jpg,4,1,4,1.021012665994931,0.053879457991570234,,,,,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.2002872080193,347.20614962500986,348.2021455830545,348.19873479101807,eva,001,2025-10-30_10h52.42.445,Canli_replication,,2025.1.1,None,2025-10-30 10h52.50.839840 +0530,
